Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyNotEqual(getUrl(), ""https://qar2.wolfapprove.com/Default"", STOP_ON_FAILURE)",Chrome 109.0.0.0,,,2566-01-28 18:04:42,2566-01-28 18:04:42,0.035s,PASSED
"verifyEqual(getUrl(), ""https://qar2.wolfapprove.com/Request?MemoID=0&template=121"")",Chrome 109.0.0.0,,,2566-01-28 18:04:42,2566-01-28 18:04:42,0.021s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_WOLF/small_is required""))",Chrome 109.0.0.0,,,2566-01-28 18:04:42,2566-01-28 18:04:43,0.582s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/input""))",Chrome 109.0.0.0,,,2566-01-28 18:04:43,2566-01-28 18:04:46,2.980s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/a_Today""))",Chrome 109.0.0.0,,,2566-01-28 18:04:46,2566-01-28 18:04:47,1.039s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/input__p-inputtext p-component information-_4aaea2""))",Chrome 109.0.0.0,,,2566-01-28 18:04:47,2566-01-28 18:04:48,0.931s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/td_TCB""))",Chrome 109.0.0.0,,,2566-01-28 18:04:48,2566-01-28 18:04:49,0.875s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Submit""))",Chrome 109.0.0.0,,,2566-01-28 18:04:49,2566-01-28 18:04:50,0.967s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Confirm""))",Chrome 109.0.0.0,,,2566-01-28 18:04:50,2566-01-28 18:05:22,31.977s,PASSED
,,,,,,,
Test Cases/Sprint1/Action_Save Draft,Chrome 109.0.0.0,,,2566-01-28 18:05:22,2566-01-28 18:06:18,56.317s,PASSED
delay(8),Chrome 109.0.0.0,,,2566-01-28 18:05:23,2566-01-28 18:05:31,8.094s,PASSED
"navigateToUrl(""https://qar2.wolfapprove.com/Request?MemoID=0&template=123"")",Chrome 109.0.0.0,,,2566-01-28 18:05:31,2566-01-28 18:05:33,1.874s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/input__p-inputtext p-component information-_4aaea2""))",Chrome 109.0.0.0,,,2566-01-28 18:05:33,2566-01-28 18:05:36,2.473s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/div_TCB""))",Chrome 109.0.0.0,,,2566-01-28 18:05:36,2566-01-28 18:05:36,0.724s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Save Draft""))",Chrome 109.0.0.0,,,2566-01-28 18:05:36,2566-01-28 18:05:37,1.000s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Confirm""))",Chrome 109.0.0.0,,,2566-01-28 18:05:37,2566-01-28 18:06:09,31.999s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/p_KTL-ACT01-2023-000004""))",Chrome 109.0.0.0,,,2566-01-28 18:06:09,2566-01-28 18:06:12,2.851s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_WOLF/span_Wait for Approve""), ""Draft"")",Chrome 109.0.0.0,,,2566-01-28 18:06:12,2566-01-28 18:06:16,4.179s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_History""))",Chrome 109.0.0.0,,,2566-01-28 18:06:16,2566-01-28 18:06:17,0.785s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_WOLF/span_Submitted""), ""Draft"")",Chrome 109.0.0.0,,,2566-01-28 18:06:17,2566-01-28 18:06:18,0.869s,PASSED
,,,,,,,
Test Cases/Sprint1/Action_Submit,Chrome 109.0.0.0,,,2566-01-28 18:06:18,2566-01-28 18:07:08,50.267s,PASSED
"navigateToUrl(""https://qar2.wolfapprove.com/Default"")",Chrome 109.0.0.0,,,2566-01-28 18:06:19,2566-01-28 18:06:20,1.170s,PASSED
waitForPageLoad(5),Chrome 109.0.0.0,,,2566-01-28 18:06:20,2566-01-28 18:06:20,0.048s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/p_KTL-ACT01-2023-000004""))",Chrome 109.0.0.0,,,2566-01-28 18:06:20,2566-01-28 18:06:23,2.381s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Submit""))",Chrome 109.0.0.0,,,2566-01-28 18:06:23,2566-01-28 18:06:27,4.037s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Confirm""))",Chrome 109.0.0.0,,,2566-01-28 18:06:27,2566-01-28 18:06:59,32.131s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/p_KTL-ACT01-2023-000004""))",Chrome 109.0.0.0,,,2566-01-28 18:06:59,2566-01-28 18:07:03,3.966s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_WOLF/span_Wait for Approve""), ""Wait for Approve"")",Chrome 109.0.0.0,,,2566-01-28 18:07:03,2566-01-28 18:07:07,4.055s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_History""))",Chrome 109.0.0.0,,,2566-01-28 18:07:07,2566-01-28 18:07:08,0.592s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_WOLF/span_Submitted""), ""Submitted"")",Chrome 109.0.0.0,,,2566-01-28 18:07:08,2566-01-28 18:07:08,0.707s,PASSED
,,,,,,,
Test Cases/Sprint1/Action_Approve,Chrome 109.0.0.0,,,2566-01-28 18:10:43,2566-01-28 18:11:54,1m - 11.389s,FAILED
"navigateToUrl(""https://qar2.wolfapprove.com/Default"")",Chrome 109.0.0.0,,,2566-01-28 18:10:43,2566-01-28 18:10:44,1.807s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/span_Wait for Approve""))",Chrome 109.0.0.0,,,2566-01-28 18:10:44,2566-01-28 18:11:17,32.361s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Approve""))",Chrome 109.0.0.0,,,2566-01-28 18:11:17,2566-01-28 18:11:54,37.189s,FAILED
,,,,,,,
Test Cases/Sprint1/Action_Recall,Chrome 109.0.0.0,,,2566-01-28 18:16:01,2566-01-28 18:17:20,1m - 19.873s,FAILED
"navigateToUrl(""https://qar2.wolfapprove.com/Default"")",Chrome 109.0.0.0,,,2566-01-28 18:16:01,2566-01-28 18:16:02,1.297s,PASSED
delay(5),Chrome 109.0.0.0,,,2566-01-28 18:16:02,2566-01-28 18:16:07,5.021s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/svg""))",Chrome 109.0.0.0,,,2566-01-28 18:16:07,2566-01-28 18:16:39,32.105s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/span_To Do List""))",Chrome 109.0.0.0,,,2566-01-28 18:16:39,2566-01-28 18:16:40,0.676s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/div_In Process""))",Chrome 109.0.0.0,,,2566-01-28 18:16:40,2566-01-28 18:16:40,0.647s,PASSED
"click(findTestObject(""Page_WOLF/p_KTL-ACT01-2023-000001""))",Chrome 109.0.0.0,,,2566-01-28 18:16:40,2566-01-28 18:16:42,1.700s,PASSED
"click(findTestObject(""Page_WOLF/button_Recall""))",Chrome 109.0.0.0,,,2566-01-28 18:16:42,2566-01-28 18:16:47,4.546s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_WOLF/p_""))",Chrome 109.0.0.0,,,2566-01-28 18:16:47,2566-01-28 18:16:47,0.677s,PASSED
"click(findTestObject(""Page_WOLF/p""))",Chrome 109.0.0.0,input comment,,2566-01-28 18:16:47,2566-01-28 18:17:20,32.992s,PASSED
"setText(findTestObject(""Page_WOLF/body_Recall""), ""Recall"")",Chrome 109.0.0.0,,,2566-01-28 18:17:20,2566-01-28 18:17:20,0.190s,FAILED
,,,,,,,
Test Cases/Sprint1/Action_Assign,Chrome 109.0.0.0,,,2566-01-28 18:22:15,2566-01-28 18:23:10,54.396s,FAILED
"openBrowser("""")",Chrome 109.0.0.0,,,2566-01-28 18:22:15,2566-01-28 18:22:18,2.953s,PASSED
"navigateToUrl(""https://qar2.wolfapprove.com/"")",Chrome 109.0.0.0,,,2566-01-28 18:22:18,2566-01-28 18:22:20,2.002s,PASSED
"setText(findTestObject(""Object Repository/Page_WOLF/input_Forgot Password_username""), ""pornpan@qar2.com"")",Chrome 109.0.0.0,,,2566-01-28 18:22:20,2566-01-28 18:22:21,1.323s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_WOLF/input_Forgot Password_password""), ""/eWc8J9JFEG5WeA2mg7b1w=="")",Chrome 109.0.0.0,,,2566-01-28 18:22:21,2566-01-28 18:22:22,0.721s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_WOLF/input_Forgot Password_password""), Keys.chord(ENTER))",Chrome 109.0.0.0,,,2566-01-28 18:22:22,2566-01-28 18:22:23,0.674s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/p_KTL-ACT01-2023-000001""))",Chrome 109.0.0.0,,,2566-01-28 18:22:23,2566-01-28 18:22:26,2.992s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_WOLF/span_Wait for Approve""), ""Wait for Approve"")",Chrome 109.0.0.0,,,2566-01-28 18:22:26,2566-01-28 18:23:10,43.708s,FAILED
