Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_WOLF/button_History""))",Chrome 109.0.0.0,,,2566-01-28 15:24:36,2566-01-28 15:24:36,0.616s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_WOLF/span_Submitted""), ""Submitted"")",Chrome 109.0.0.0,,,2566-01-28 15:24:36,2566-01-28 15:24:37,0.739s,PASSED
,,,,,,,
Test Cases/Sprint1/Action_Approve,Chrome 109.0.0.0,,,2566-01-28 15:28:16,2566-01-28 15:29:29,1m - 12.658s,FAILED
"navigateToUrl(""https://qar2.wolfapprove.com/Default"")",Chrome 109.0.0.0,,,2566-01-28 15:28:17,2566-01-28 15:28:18,1.648s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/span_Wait for Approve""))",Chrome 109.0.0.0,,,2566-01-28 15:28:18,2566-01-28 15:28:52,33.659s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/button_Approve""))",Chrome 109.0.0.0,,,2566-01-28 15:28:52,2566-01-28 15:29:29,37.320s,FAILED
,,,,,,,
Test Cases/Sprint1/Action_Recall,Chrome 109.0.0.0,,,2566-01-28 15:33:27,2566-01-28 15:34:43,1m - 16.416s,FAILED
"navigateToUrl(""https://qar2.wolfapprove.com/Default"")",Chrome 109.0.0.0,,,2566-01-28 15:33:27,2566-01-28 15:33:28,1.362s,PASSED
waitForPageLoad(5),Chrome 109.0.0.0,,,2566-01-28 15:33:28,2566-01-28 15:33:28,0.091s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/svg""))",Chrome 109.0.0.0,,,2566-01-28 15:33:28,2566-01-28 15:34:01,32.499s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/span_To Do List""))",Chrome 109.0.0.0,,,2566-01-28 15:34:01,2566-01-28 15:34:02,0.911s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/div_In Process""))",Chrome 109.0.0.0,,,2566-01-28 15:34:02,2566-01-28 15:34:03,0.871s,PASSED
"click(findTestObject(""Page_WOLF/p_KTL-ACT01-2023-000001""))",Chrome 109.0.0.0,,,2566-01-28 15:34:03,2566-01-28 15:34:04,1.846s,PASSED
"click(findTestObject(""Page_WOLF/button_Recall""))",Chrome 109.0.0.0,,,2566-01-28 15:34:04,2566-01-28 15:34:09,4.348s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/p_""))",Chrome 109.0.0.0,,,2566-01-28 15:34:09,2566-01-28 15:34:10,0.700s,PASSED
"click(findTestObject(""Page_WOLF/p""))",Chrome 109.0.0.0,input comment,,2566-01-28 15:34:10,2566-01-28 15:34:43,33.504s,PASSED
"setText(findTestObject(""Page_WOLF/body_Recall""), ""Recall"")",Chrome 109.0.0.0,,,2566-01-28 15:34:43,2566-01-28 15:34:43,0.251s,FAILED
,,,,,,,
Test Cases/Sprint1/Action_Assign,Chrome 109.0.0.0,,,2566-01-28 15:39:45,2566-01-28 15:40:40,54.927s,FAILED
"openBrowser("""")",Chrome 109.0.0.0,,,2566-01-28 15:39:45,2566-01-28 15:39:48,2.841s,PASSED
"navigateToUrl(""https://qar2.wolfapprove.com/"")",Chrome 109.0.0.0,,,2566-01-28 15:39:48,2566-01-28 15:39:50,2.099s,PASSED
"setText(findTestObject(""Object Repository/Page_WOLF/input_Forgot Password_username""), ""pornpan@qar2.com"")",Chrome 109.0.0.0,,,2566-01-28 15:39:50,2566-01-28 15:39:51,1.426s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_WOLF/input_Forgot Password_password""), ""/eWc8J9JFEG5WeA2mg7b1w=="")",Chrome 109.0.0.0,,,2566-01-28 15:39:51,2566-01-28 15:39:52,0.854s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_WOLF/input_Forgot Password_password""), Keys.chord(ENTER))",Chrome 109.0.0.0,,,2566-01-28 15:39:52,2566-01-28 15:39:53,0.645s,PASSED
"click(findTestObject(""Object Repository/Page_WOLF/p_KTL-ACT01-2023-000001""))",Chrome 109.0.0.0,,,2566-01-28 15:39:53,2566-01-28 15:39:56,2.785s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_WOLF/span_Wait for Approve""), ""Wait for Approve"")",Chrome 109.0.0.0,,,2566-01-28 15:39:56,2566-01-28 15:40:40,44.255s,FAILED
